"","TAHUN","NAMA PROVINSI","NAMA KABUPATEN/KOTA","NAMA KECAMATAN","NAMA KELURAHAN","LUAS WILAYAH (KM2)","KEPADATAN (JIWA/KM2)","DEMOGRAFIK","JUMLAH","RENTANG UMUR","JENIS KELAMIN"
"1288",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG CEMPEDAK",1.67,22917,"45-49 Laki-Laki",1567,"45-49","Laki-Laki"
"1289",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG MUARA",2.9,21525,"45-49 Laki-Laki",1999,"45-49","Laki-Laki"
"1290",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR SELATAN",1.63,23417,"45-49 Laki-Laki",1303,"45-49","Laki-Laki"
"1291",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","JATINEGARA","CIPINANG BESAR UTARA",1.15,48850,"45-49 Laki-Laki",1856,"45-49","Laki-Laki"
"1292",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KRAMAT JATI",1.52,25801,"45-49 Laki-Laki",1411,"45-49","Laki-Laki"
"1293",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","KAMPUNG TENGAH",2.03,24281,"45-49 Laki-Laki",1718,"45-49","Laki-Laki"
"1294",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","DUKUH",1.98,13402,"45-49 Laki-Laki",891,"45-49","Laki-Laki"
"1295",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR",2.55,19983,"45-49 Laki-Laki",1760,"45-49","Laki-Laki"
"1296",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG",1.67,18012,"45-49 Laki-Laki",1036,"45-49","Laki-Laki"
"1297",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN",1.8,26094,"45-49 Laki-Laki",1658,"45-49","Laki-Laki"
"1298",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG",1.79,21827,"45-49 Laki-Laki",1415,"45-49","Laki-Laki"
"1299",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG",2.65,14684,"45-49 Laki-Laki",1440,"45-49","Laki-Laki"
"1300",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU",1.89,14133,"45-49 Laki-Laki",738,"45-49","Laki-Laki"
"1301",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG",2.37,18589,"45-49 Laki-Laki",1566,"45-49","Laki-Laki"
"1302",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI",2.89,15517,"45-49 Laki-Laki",1512,"45-49","Laki-Laki"
"1303",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON",3.14,14600,"45-49 Laki-Laki",1538,"45-49","Laki-Laki"
"1304",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA",6.6,14709,"45-49 Laki-Laki",3304,"45-49","Laki-Laki"
"1305",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE",4.1,7387,"45-49 Laki-Laki",1021,"45-49","Laki-Laki"
"1306",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN",4.48,22483,"45-49 Laki-Laki",3289,"45-49","Laki-Laki"
"1307",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR",9.81,6464,"45-49 Laki-Laki",2014,"45-49","Laki-Laki"
"1308",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG",6.86,13716,"45-49 Laki-Laki",3011,"45-49","Laki-Laki"
"1309",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG",4.43,6972,"45-49 Laki-Laki",1084,"45-49","Laki-Laki"
"1310",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT",6.19,10030,"45-49 Laki-Laki",1908,"45-49","Laki-Laki"
"1311",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT",4.58,14100,"45-49 Laki-Laki",2119,"45-49","Laki-Laki"
"1312",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU",5,13285,"45-49 Laki-Laki",2276,"45-49","Laki-Laki"
"1313",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER",3.08,25456,"45-49 Laki-Laki",2538,"45-49","Laki-Laki"
"1314",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA",5.72,12673,"45-49 Laki-Laki",2376,"45-49","Laki-Laki"
"1315",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI",1.38,23592,"45-49 Laki-Laki",1124,"45-49","Laki-Laki"
"1316",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA",0.99,36535,"45-49 Laki-Laki",1270,"45-49","Laki-Laki"
"1317",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI",2.06,18136,"45-49 Laki-Laki",1220,"45-49","Laki-Laki"
"1318",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR",1.85,20695,"45-49 Laki-Laki",1286,"45-49","Laki-Laki"
"1319",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI",1.89,14793,"45-49 Laki-Laki",974,"45-49","Laki-Laki"
"1320",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA",2.3,22647,"45-49 Laki-Laki",1870,"45-49","Laki-Laki"
"1321",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH",13.07,2546,"45-49 Laki-Laki",1327,"45-49","Laki-Laki"
"1322",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU",2.53,18551,"45-49 Laki-Laki",1652,"45-49","Laki-Laki"
"1323",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS",3.93,17648,"45-49 Laki-Laki",2423,"45-49","Laki-Laki"
"1324",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR",4.5,15686,"45-49 Laki-Laki",2471,"45-49","Laki-Laki"
"1325",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN",3.37,14203,"45-49 Laki-Laki",1586,"45-49","Laki-Laki"
"1326",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN",2.19,19019,"45-49 Laki-Laki",1493,"45-49","Laki-Laki"
"1327",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN",2.09,19324,"45-49 Laki-Laki",1369,"45-49","Laki-Laki"
"1328",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG",3.08,8441,"45-49 Laki-Laki",961,"45-49","Laki-Laki"
"1329",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP",6.03,4396,"45-49 Laki-Laki",978,"45-49","Laki-Laki"
"1330",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON",3.66,6772,"45-49 Laki-Laki",920,"45-49","Laki-Laki"
"1331",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL",1.9,12734,"45-49 Laki-Laki",839,"45-49","Laki-Laki"
"1332",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU",3.25,6028,"45-49 Laki-Laki",705,"45-49","Laki-Laki"
"1333",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS",3.17,8400,"45-49 Laki-Laki",984,"45-49","Laki-Laki"
"1334",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA",3.72,18055,"45-49 Laki-Laki",2311,"45-49","Laki-Laki"
"1335",2013,"PROVINSI DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER",3.63,5492,"45-49 Laki-Laki",701,"45-49","Laki-Laki"
"1336",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG",0.91,6779,"45-49 Perempuan",158,"45-49","Perempuan"
"1337",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA",3.76,1705,"45-49 Perempuan",63,"45-49","Perempuan"
"1338",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN",3.59,628,"45-49 Perempuan",193,"45-49","Perempuan"
"1339",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA",0.59,3625,"45-49 Perempuan",139,"45-49","Perempuan"
"1340",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG",1.57,3084,"45-49 Perempuan",69,"45-49","Perempuan"
"1341",2013,"PROVINSI DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI",1.39,1968,"45-49 Perempuan",62,"45-49","Perempuan"
"1342",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR",2.58,1350,"45-49 Perempuan",162,"45-49","Perempuan"
"1343",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG",1.26,14584,"45-49 Perempuan",766,"45-49","Perempuan"
"1344",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA",1.12,18987,"45-49 Perempuan",823,"45-49","Perempuan"
"1345",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN",1.14,14465,"45-49 Perempuan",631,"45-49","Perempuan"
"1346",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA",0.78,15890,"45-49 Perempuan",487,"45-49","Perempuan"
"1347",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO",0.72,35628,"45-49 Perempuan",967,"45-49","Perempuan"
"1348",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU",1.89,8041,"45-49 Perempuan",580,"45-49","Perempuan"
"1349",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR",0.51,63122,"45-49 Perempuan",1160,"45-49","Perempuan"
"1350",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI",0.55,49862,"45-49 Perempuan",1011,"45-49","Perempuan"
"1351",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA",1.98,9933,"45-49 Perempuan",808,"45-49","Perempuan"
"1352",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN",1.29,26203,"45-49 Perempuan",1284,"45-49","Perempuan"
"1353",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN",0.55,44202,"45-49 Perempuan",956,"45-49","Perempuan"
"1354",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG",1.13,28014,"45-49 Perempuan",1168,"45-49","Perempuan"
"1355",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA",0.91,29205,"45-49 Perempuan",989,"45-49","Perempuan"
"1356",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG",0.82,41837,"45-49 Perempuan",1460,"45-49","Perempuan"
"1357",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN",0.53,43858,"45-49 Perempuan",903,"45-49","Perempuan"
"1358",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU",0.99,38088,"45-49 Perempuan",1435,"45-49","Perempuan"
"1359",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU",1.15,23271,"45-49 Perempuan",940,"45-49","Perempuan"
"1360",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG",1.05,31889,"45-49 Perempuan",1276,"45-49","Perempuan"
"1361",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN",0.81,10158,"45-49 Perempuan",278,"45-49","Perempuan"
"1362",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI",0.91,11757,"45-49 Perempuan",413,"45-49","Perempuan"
"1363",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN",0.71,38400,"45-49 Perempuan",1087,"45-49","Perempuan"
"1364",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT",0.71,47630,"45-49 Perempuan",1280,"45-49","Perempuan"
"1365",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG",0.45,40724,"45-49 Perempuan",667,"45-49","Perempuan"
"1366",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR",0.64,34463,"45-49 Perempuan",825,"45-49","Perempuan"
"1367",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR",2.22,12326,"45-49 Perempuan",1189,"45-49","Perempuan"
"1368",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT",1.22,32561,"45-49 Perempuan",1609,"45-49","Perempuan"
"1369",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI",1.25,19945,"45-49 Perempuan",1037,"45-49","Perempuan"
"1370",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG",2.44,11968,"45-49 Perempuan",1048,"45-49","Perempuan"
"1371",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN",0.98,27151,"45-49 Perempuan",1051,"45-49","Perempuan"
"1372",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI",0.82,11711,"45-49 Perempuan",376,"45-49","Perempuan"
"1373",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA",1.46,3194,"45-49 Perempuan",179,"45-49","Perempuan"
"1374",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","KEBON SIRIH",0.83,18577,"45-49 Perempuan",560,"45-49","Perempuan"
"1375",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","GELORA",2.59,1450,"45-49 Perempuan",158,"45-49","Perempuan"
"1376",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","BENDUNGAN HILIR",1.58,16018,"45-49 Perempuan",1104,"45-49","Perempuan"
"1377",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KARET TENGSIN",1.53,13912,"45-49 Perempuan",839,"45-49","Perempuan"
"1378",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","PETAMBURAN",0.9,43262,"45-49 Perempuan",1404,"45-49","Perempuan"
"1379",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON MELATI",1.26,30563,"45-49 Perempuan",1433,"45-49","Perempuan"
"1380",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KEBON KACANG",0.71,35545,"45-49 Perempuan",987,"45-49","Perempuan"
"1381",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","KAMPUNG BALI",0.73,19941,"45-49 Perempuan",566,"45-49","Perempuan"
"1382",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","JOHAR BARU",1.19,35270,"45-49 Perempuan",1569,"45-49","Perempuan"
"1383",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","KAMPUNG RAWA",0.3,86123,"45-49 Perempuan",892,"45-49","Perempuan"
"1384",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","GALUR",0.27,79022,"45-49 Perempuan",795,"45-49","Perempuan"
"1385",2013,"PROVINSI DKI JAKARTA","JAKARTA PUSAT","JOHAR BARU","TANAH TINGGI",0.62,71177,"45-49 Perempuan",1594,"45-49","Perempuan"
"1386",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PENJARINGAN",3.95,28071,"45-49 Perempuan",5925,"45-49","Perempuan"
"1387",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAMAL MUARA",10.53,1144,"45-49 Perempuan",666,"45-49","Perempuan"
"1388",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","KAPUK MUARA",10.56,3243,"45-49 Perempuan",1851,"45-49","Perempuan"
"1389",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PEJAGALAN",3.23,27856,"45-49 Perempuan",4877,"45-49","Perempuan"
"1390",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PENJARINGAN","PLUIT",7.71,6344,"45-49 Perempuan",2581,"45-49","Perempuan"
"1391",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","TANJUNG PRIOK",5.59,7794,"45-49 Perempuan",2325,"45-49","Perempuan"
"1392",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER JAYA",4.68,14791,"45-49 Perempuan",3810,"45-49","Perempuan"
"1393",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","PAPANGGO",2.8,16353,"45-49 Perempuan",2417,"45-49","Perempuan"
"1394",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNGAI BAMBU",2.36,15221,"45-49 Perempuan",1805,"45-49","Perempuan"
"1395",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","KEBON BAWANG",1.73,35952,"45-49 Perempuan",3270,"45-49","Perempuan"
"1396",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","SUNTER AGUNG",6.65,12234,"45-49 Perempuan",4217,"45-49","Perempuan"
"1397",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","TANJUNG PRIOK","WARAKAS",1.09,49384,"45-49 Perempuan",2790,"45-49","Perempuan"
"1398",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","KOJA",3.27,10838,"45-49 Perempuan",1784,"45-49","Perempuan"
"1399",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU UTARA",2.37,34123,"45-49 Perempuan",4297,"45-49","Perempuan"
"1400",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","LAGOA",1.58,44105,"45-49 Perempuan",3456,"45-49","Perempuan"
"1401",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK UTARA",1.33,31357,"45-49 Perempuan",2231,"45-49","Perempuan"
"1402",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","TUGU SELATAN",1.86,22869,"45-49 Perempuan",2393,"45-49","Perempuan"
"1403",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KOJA","RAWA BADAK SELATAN",1.33,35441,"45-49 Perempuan",2681,"45-49","Perempuan"
"1404",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","CILINCING",8.31,6326,"45-49 Perempuan",2968,"45-49","Perempuan"
"1405",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SUKAPURA",5.61,11602,"45-49 Perempuan",5339,"45-49","Perempuan"
"1406",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","MARUNDA",7.92,3105,"45-49 Perempuan",1288,"45-49","Perempuan"
"1407",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","KALI BARU",2.47,34278,"45-49 Perempuan",4522,"45-49","Perempuan"
"1408",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER TIMUR",3.17,12725,"45-49 Perempuan",2151,"45-49","Perempuan"
"1409",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","ROROTAN",10.64,3859,"45-49 Perempuan",2307,"45-49","Perempuan"
"1410",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","CILINCING","SEMPER BARAT",4.44,18003,"45-49 Perempuan",4495,"45-49","Perempuan"
"1411",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN TIMUR",2.61,16245,"45-49 Perempuan",2238,"45-49","Perempuan"
"1412",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","PADEMANGAN BARAT",3.53,24947,"45-49 Perempuan",4635,"45-49","Perempuan"
"1413",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","PADEMANGAN","ANCOL",5.77,4981,"45-49 Perempuan",1475,"45-49","Perempuan"
"1414",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","KELAPA GADING TIMUR",5.31,7089,"45-49 Perempuan",2144,"45-49","Perempuan"
"1415",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","PEGANGSAAN DUA",6.28,8216,"45-49 Perempuan",2622,"45-49","Perempuan"
"1416",2013,"PROVINSI DKI JAKARTA","JAKARTA UTARA","KELAPA GADING","KELAPA GADING BARAT",4.53,8515,"45-49 Perempuan",1946,"45-49","Perempuan"
"1417",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","CENGKARENG BARAT",4.26,16409,"45-49 Perempuan",3768,"45-49","Perempuan"
"1418",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","DURI KOSAMBI",5.03,15866,"45-49 Perempuan",4231,"45-49","Perempuan"
"1419",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","RAWA BUAYA",4.67,14886,"45-49 Perempuan",3971,"45-49","Perempuan"
"1420",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","KEDAUNG KALI ANGKE",2.61,14438,"45-49 Perempuan",1995,"45-49","Perempuan"
"1421",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","KAPUK",7.18,20919,"45-49 Perempuan",8352,"45-49","Perempuan"
"1422",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","CENGKARENG","CENGKARENG TIMUR",4.18,20735,"45-49 Perempuan",4952,"45-49","Perempuan"
"1423",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","GROGOL",1.22,16960,"45-49 Perempuan",989,"45-49","Perempuan"
"1424",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN UTARA",1.11,18227,"45-49 Perempuan",1199,"45-49","Perempuan"
"1425",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TOMANG",1.88,18103,"45-49 Perempuan",1633,"45-49","Perempuan"
"1426",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR",1.44,24624,"45-49 Perempuan",1883,"45-49","Perempuan"
"1427",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","TANJUNG DUREN SELATAN",1.76,15915,"45-49 Perempuan",1637,"45-49","Perempuan"
"1428",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","JELAMBAR BARU",1.44,30778,"45-49 Perempuan",2503,"45-49","Perempuan"
"1429",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","GROGOL PETAMBURAN","WIJAYA KUSUMA",2.61,17092,"45-49 Perempuan",2529,"45-49","Perempuan"
"1430",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","TAMAN SARI",0.68,26441,"45-49 Perempuan",810,"45-49","Perempuan"
"1431",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","KRUKUT",0.55,42111,"45-49 Perempuan",1063,"45-49","Perempuan"
"1432",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","MAPHAR",0.59,34693,"45-49 Perempuan",973,"45-49","Perempuan"
"1433",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","TANGKI",0.37,43827,"45-49 Perempuan",809,"45-49","Perempuan"
"1434",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","MANGGA BESAR",0.51,17882,"45-49 Perempuan",434,"45-49","Perempuan"
"1435",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN",0.32,65800,"45-49 Perempuan",1017,"45-49","Perempuan"
"1436",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","GLODOK",0.38,24153,"45-49 Perempuan",392,"45-49","Perempuan"
"1437",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","PINANGSIA",0.96,13791,"45-49 Perempuan",672,"45-49","Perempuan"
"1438",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TAMBORA",0.28,45375,"45-49 Perempuan",593,"45-49","Perempuan"
"1439",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KALI ANYAR",0.32,94166,"45-49 Perempuan",1554,"45-49","Perempuan"
"1440",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","DURI UTARA",0.4,60175,"45-49 Perempuan",1193,"45-49","Perempuan"
"1441",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TANAH SEREAL",0.62,49860,"45-49 Perempuan",1382,"45-49","Perempuan"
"1442",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KERENDANG",0.32,74109,"45-49 Perempuan",1186,"45-49","Perempuan"
"1443",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","JEMBATAN BESI",0.55,66447,"45-49 Perempuan",1907,"45-49","Perempuan"
"1444",2013,"PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","ANGKE",0.8,43826,"45-49 Perempuan",1707,"45-49","Perempuan"
